Total Number of Aligned Reads:	139718	Total Number of Mapped Genomes:	4439
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1236989|org|Geofilum_rubicundum_JCM_15548|accession|NZ_BAZW01000140.1	0.9418444935473247	0.8617644111710732	120404.0	0.8617644111710732	0.0	0.9418302124544774	0.8569547230850714	119732.0	0.8564751857312587	0.00048669462775018254
ti|81409|org|Eubacterium_aggregans|accession|NZ_FNRK01000059.1	0.04855917342009132	0.12537396756323452	17517.0	0.12537396756323452	0.0	0.047373014449539154	0.12911722183254842	18040.0	0.1288452454229233	0.00027913368356260467
ti|81569|org|Ruegeria_atlantica|accession|NZ_CYPU01000075.1	0.004343356231969827	0.0034641205857512992	484.0	0.0009662319815628624	0.005962009189939736	0.00016283319528030742	0.00013111841109591791	18.31960216149946	0.0	0.006921083897565096
ti|313367|org|Jannaschia_seosinensis|accession|NZ_CYPR01000041.1	0.004343356231969827	0.0034641205857512992	484.0	0.0009662319815628624	0.005962009189939736	0.00016283319528030742	0.00013111841109591791	18.31960216149946	0.0	0.006921083897565096
ti|1157490|org|Tumebacillus_flagellatus|accession|NZ_JMIR01000093.1	0.00042062065846481774	0.0006870982980002576	96.0	0.0006870982980002576	0.0	0.00018326214520602722	0.0005821249469168849	81.33333333333333	2.147182181250805e-05	0.0006656264761877496
ti|70584|org|Aquabacterium_parvum|accession|NZ_LFRI01000030.1	0.00022312539975787704	0.0008875019682503328	124.0	0.0008875019682503328	0.0	0.00022187580782278692	0.0007103594382971413	99.25	0.0006012110107502254	0.00011451638300004295
ti|1042878|org|Cupriavidus_necator_N-1|accession|NC_015726.1	4.136462804281814e-05	0.00025050458781259393	35.0	0.00025050458781259393	0.0	2.028047989086078e-05	8.58872872500322e-05	12.0	2.8629095750010737e-05	0.00012167365693754563
ti|402626|org|Ralstonia_pickettii_12J|accession|NC_010678.1	3.14609146963001e-05	0.00025050458781259393	35.0	0.00025050458781259393	0.0	1.4694436982750261e-05	8.58872872500322e-05	12.0	2.147182181250805e-05	0.0001431454787500537
ti|361041|org|Devosia_soli|accession|NZ_LAJG01000011.1	2.9083450449391782e-05	0.00012883093087504832	18.0	0.00012883093087504832	0.0	9.659888157768405e-06	4.3540083119807986e-05	6.083333333333332	0.0	0.00012883093087504832
ti|83263|org|Aminobacter_aminovorans|accession|NZ_CP015005.1	2.6551463847579138e-05	0.00010020183512503758	14.0	0.00010020183512503758	0.0	1.579202240995932e-05	5.8689646287522e-05	8.2	2.8629095750010737e-05	4.29436436250161e-05
ti|50340|org|Pseudomonas_fuscovaginae|accession|NZ_LT629972.1	2.2559386077995486e-05	0.000135988204812551	19.0	0.000135988204812551	0.0	1.6502289004831147e-05	8.827304522919977e-05	12.333333333333332	5.010091756251879e-05	4.29436436250161e-05
ti|53408|org|Pseudomonas_citronellolis|accession|NZ_CP015878.1	1.8372726021631513e-05	0.00010735910906254026	15.0	0.00010735910906254026	0.0	8.855954053323753e-06	5.487243352085391e-05	7.666666666666667	7.157273937502684e-06	9.304456118753489e-05
ti|105219|org|Ralstonia_mannitolilytica|accession|NZ_CP010799.1	1.4494087296102752e-05	0.00010735910906254026	15.0	0.00010735910906254026	0.0	1.5581163164506786e-05	0.00012405941491671317	17.333333333333332	4.29436436250161e-05	0.00010020183512503758
ti|435590|org|Bacteroides_vulgatus_ATCC_8482|accession|NC_009614.1	1.4261792183765671e-05	0.00011451638300004295	16.0	0.00011451638300004295	0.0	1.4255880293118918e-05	5.7258191500021474e-05	8.0	5.010091756251879e-05	7.157273937502684e-06
ti|155892|org|Caulobacter_vibrioides|accession|NZ_LNIY01000034.1	1.4256231010787634e-05	5.010091756251879e-05	7.0	5.010091756251879e-05	0.0	3.3746267747514438e-06	1.0735910906254026e-05	1.5	0.0	4.29436436250161e-05
ti|1242245|org|Acinetobacter_johnsonii_XBB1|accession|NZ_CP010350.1	1.1094671168325836e-05	9.304456118753489e-05	13.0	9.304456118753489e-05	0.0	5.689421861694066e-06	3.757568817188909e-05	5.25	1.4314547875005369e-05	4.29436436250161e-05
ti|176280|org|Staphylococcus_epidermidis_ATCC_12228|accession|NC_004461.1	7.868928808038244e-06	5.7258191500021474e-05	8.0	5.7258191500021474e-05	0.0	1.4914021997841067e-06	2.147182181250805e-05	3.0	0.0	2.147182181250805e-05
ti|198214|org|Shigella_flexneri_2a_str._301|accession|NC_004337.2	6.177205921674768e-06	0.0001789318484375671	25.0	0.0001789318484375671	0.0	0.0001197381061517608	0.00018489624338548596	25.83333333333333	5.010091756251879e-05	0.00023619003993758858
ti|1112212|org|Sphingomonas_echinoides_ATCC_14820|accession|NZ_JH584237.1	5.981363606725377e-06	7.157273937502685e-05	10.0	7.157273937502685e-05	0.0	1.1310887624631205e-06	2.147182181250805e-05	3.0	0.0	2.147182181250805e-05
ti|378753|org|Kocuria_rhizophila_DC2201|accession|NC_010617.1	5.9144658266398065e-06	1.4314547875005369e-05	2.0	1.4314547875005369e-05	0.0	2.370725343144175e-06	1.4314547875005369e-05	2.0	0.0	1.4314547875005369e-05
ti|398578|org|Delftia_acidovorans_SPH-1|accession|NC_010002.1	5.187417922709916e-06	0.000135988204812551	19.0	0.000135988204812551	0.0	3.3033014184711367e-06	6.083682846877282e-05	8.5	4.29436436250161e-05	2.147182181250805e-05
ti|522373|org|Stenotrophomonas_maltophilia_K279a|accession|NC_010943.1	2.9136357603429116e-06	5.7258191500021474e-05	8.0	5.7258191500021474e-05	0.0	1.773853769178295e-06	2.5050458781259394e-05	3.5	1.4314547875005369e-05	1.4314547875005369e-05
ti|1447715|org|Bifidobacterium_pseudolongum_PV8-2|accession|NZ_CP007457.1	2.644811369815737e-06	0.0004008073405001503	56.0	0.0004008073405001503	0.0	2.188710852877157e-06	0.000271976409625102	38.0	0.00024334731387509127	3.578636968751342e-05
ti|983594|org|Burkholderia_cepacia_ATCC_25416|accession|NZ_CP012981.1	2.321309020999818e-06	3.578636968751342e-05	5.0	3.578636968751342e-05	0.0	9.534016951152851e-07	3.578636968751342e-06	0.5	0.0	7.157273937502684e-06
